"","Tank","Treatment","Date","Day_numrecord","Time","Trial","Total_num_urchin","Num_urch_on_kelp","pycno1_position","pycno1_slice","Pycno1 activity","pycno2_position","pycno2_slice","Pycno2 activity","Notes","slice","position","location_count","crev","dist_to_pyc1","dist_to_pyc2","up_dn_pyc1","up_dn_pyc2"
"23",1,"Control_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_bottom",NA,"N",NA,NA,NA,NA
"24",1,"Control_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Inner",1,"N",NA,NA,NA,NA
"25",1,"Control_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,"N",NA,NA,NA,NA
"26",1,"Control_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,"N",NA,NA,NA,NA
"27",1,"Control_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,"N",NA,NA,NA,NA
"28",1,"Control_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,"N",NA,NA,NA,NA
"29",1,"Control_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"N",NA,NA,NA,NA
"30",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_side",2,"N",NA,NA,NA,NA
"31",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_bottom",NA,"N",NA,NA,NA,NA
"32",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Inner",1,"N",NA,NA,NA,NA
"33",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_side",2,"N",NA,NA,NA,NA
"34",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_bottom",NA,"N",NA,NA,NA,NA
"35",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Inner",1,"N",NA,NA,NA,NA
"36",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_side",2,"N",NA,NA,NA,NA
"37",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_bottom",NA,"N",NA,NA,NA,NA
"38",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Inner",1,"N",NA,NA,NA,NA
"39",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_side",2,"N",NA,NA,NA,NA
"40",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_bottom",NA,"N",NA,NA,NA,NA
"41",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Inner",1,"N",NA,NA,NA,NA
"42",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_side",2,"N",NA,NA,NA,NA
"43",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_bottom",NA,"N",NA,NA,NA,NA
"44",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Inner",1,"N",NA,NA,NA,NA
"45",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_side",2,"N",NA,NA,NA,NA
"46",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_bottom",NA,"N",NA,NA,NA,NA
"47",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Inner",1,"N",NA,NA,NA,NA
"48",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_side",2,"N",NA,NA,NA,NA
"49",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_bottom",NA,"N",NA,NA,NA,NA
"50",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Inner",1,"N",NA,NA,NA,NA
"51",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_side",2,"N",NA,NA,NA,NA
"52",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_bottom",NA,"N",NA,NA,NA,NA
"53",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Inner",1,"N",NA,NA,NA,NA
"54",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,"N",NA,NA,NA,NA
"55",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,"N",NA,NA,NA,NA
"56",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,"N",NA,NA,NA,NA
"57",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,"N",NA,NA,NA,NA
"58",2,"Star_KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"N",NA,NA,NA,NA
"59",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_side",2,"N",NA,NA,NA,NA
"60",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_bottom",NA,"N",NA,NA,NA,NA
"61",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Inner",1,"N",NA,NA,NA,NA
"62",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_side",2,"N",NA,NA,NA,NA
"63",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_bottom",NA,"N",NA,NA,NA,NA
"64",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Inner",1,"N",NA,NA,NA,NA
"65",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_side",2,"N",NA,NA,NA,NA
"66",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_bottom",NA,"N",NA,NA,NA,NA
"67",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Inner",1,"N",NA,NA,NA,NA
"68",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_side",2,"N",NA,NA,NA,NA
"69",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_bottom",NA,"N",NA,NA,NA,NA
"70",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Inner",1,"N",NA,NA,NA,NA
"71",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_side",2,"N",NA,NA,NA,NA
"72",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_bottom",NA,"N",NA,NA,NA,NA
"73",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Inner",1,"N",NA,NA,NA,NA
"74",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_side",2,"N",NA,NA,NA,NA
"75",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_bottom",NA,"N",NA,NA,NA,NA
"76",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Inner",1,"N",NA,NA,NA,NA
"77",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_side",2,"N",NA,NA,NA,NA
"78",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_bottom",NA,"N",NA,NA,NA,NA
"79",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Inner",1,"N",NA,NA,NA,NA
"80",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_side",2,"N",NA,NA,NA,NA
"81",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_bottom",NA,"N",NA,NA,NA,NA
"82",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Inner",1,"N",NA,NA,NA,NA
"83",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,"N",NA,NA,NA,NA
"84",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,"N",NA,NA,NA,NA
"85",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,"N",NA,NA,NA,NA
"86",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,"N",NA,NA,NA,NA
"87",3,"Star_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"N",NA,NA,NA,NA
"88",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_side",2,"N",NA,NA,NA,NA
"89",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_bottom",NA,"N",NA,NA,NA,NA
"90",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Inner",1,"N",NA,NA,NA,NA
"91",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_side",2,"N",NA,NA,NA,NA
"92",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_bottom",NA,"N",NA,NA,NA,NA
"93",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Inner",1,"N",NA,NA,NA,NA
"94",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_side",2,"N",NA,NA,NA,NA
"95",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_bottom",NA,"N",NA,NA,NA,NA
"96",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Inner",1,"N",NA,NA,NA,NA
"97",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_side",2,"N",NA,NA,NA,NA
"98",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_bottom",NA,"N",NA,NA,NA,NA
"99",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Inner",1,"N",NA,NA,NA,NA
"100",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_side",2,"N",NA,NA,NA,NA
"101",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_bottom",NA,"N",NA,NA,NA,NA
"102",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Inner",1,"N",NA,NA,NA,NA
"103",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_side",2,"N",NA,NA,NA,NA
"104",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_bottom",NA,"N",NA,NA,NA,NA
"105",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Inner",1,"N",NA,NA,NA,NA
"106",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_side",2,"N",NA,NA,NA,NA
"107",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_bottom",NA,"N",NA,NA,NA,NA
"108",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Inner",1,"N",NA,NA,NA,NA
"109",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_side",2,"N",NA,NA,NA,NA
"110",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_bottom",NA,"N",NA,NA,NA,NA
"111",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Inner",1,"N",NA,NA,NA,NA
"112",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,"N",NA,NA,NA,NA
"113",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,"N",NA,NA,NA,NA
"114",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,"N",NA,NA,NA,NA
"115",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,"N",NA,NA,NA,NA
"116",4,"Control_B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"N",NA,NA,NA,NA
"117",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_side",2,"N",NA,NA,NA,NA
"118",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Outer_bottom",NA,"N",NA,NA,NA,NA
"119",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,1,"Inner",0,"N",NA,NA,NA,NA
"120",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_side",1,"N",NA,NA,NA,NA
"121",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Outer_bottom",NA,"N",NA,NA,NA,NA
"122",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2,"Inner",2,"N",NA,NA,NA,NA
"123",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_side",4,"N",NA,NA,NA,NA
"124",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Outer_bottom",NA,"N",NA,NA,NA,NA
"125",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,3,"Inner",0,"N",NA,NA,NA,NA
"126",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_side",1,"N",NA,NA,NA,NA
"127",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Outer_bottom",NA,"N",NA,NA,NA,NA
"128",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4,"Inner",0,"N",NA,NA,NA,NA
"129",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_side",5,"N",NA,NA,NA,NA
"130",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Outer_bottom",NA,"N",NA,NA,NA,NA
"131",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6,"Inner",0,"N",NA,NA,NA,NA
"132",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_side",4,"N",NA,NA,NA,NA
"133",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Outer_bottom",NA,"N",NA,NA,NA,NA
"134",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,5,"Inner",1,"N",NA,NA,NA,NA
"135",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_side",3,"N",NA,NA,NA,NA
"136",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Outer_bottom",NA,"N",NA,NA,NA,NA
"137",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,7,"Inner",0,"N",NA,NA,NA,NA
"138",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_side",1,"N",NA,NA,NA,NA
"139",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Outer_bottom",NA,"N",NA,NA,NA,NA
"140",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,8,"Inner",0,"N",NA,NA,NA,NA
"141",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,"N",NA,NA,NA,NA
"142",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,"N",NA,NA,NA,NA
"143",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,"N",NA,NA,NA,NA
"144",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,"N",NA,NA,NA,NA
"145",1,"Control_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"N",NA,NA,NA,NA
"146",2,"Star_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,1,"Outer_side",5,"N",1,3,"upstream","upstream"
"147",2,"Star_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,1,"Outer_bottom",NA,"N",1,3,"upstream","upstream"
"148",2,"Star_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,1,"Inner",0,"N",1,3,"upstream","upstream"
"149",2,"Star_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,2,"Outer_side",6,"N",0,2,"downstream","upstream"
"150",2,"Star_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,2,"Outer_bottom",NA,"N",0,2,"downstream","upstream"
"151",2,"Star_KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,2,"Inner",0,"N",0,2,"downstream","upstream"
