"","Tank","Treatment","Pred_treatment","Urch_habitat_treatment","Date","Day_numrecord","Time","Trial","Total_num_urchin","Num_urch_on_kelp","pycno1_position","pycno1_slice","Pycno1 activity","pycno2_position","pycno2_slice","Pycno2 activity","Notes","slice","crev_count","urchin_slice_count","pyc_slice_count","dist_slice_pyc1","dist_slice_pyc2","up_dn_pyc1","up_dn_pyc2","variance_of_urch_distrib","var_to_mean","pcnt_in_crev","pcnt_on_kelp","trial_avg_pcnt_in_crev","trial_sd_pcnt_in_crev","trial_avg_var_to_mean","trial_avg_pcnt_on_kelp"
"19",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"5",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"20",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"7",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"21",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"8",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"22",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"23",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"24",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"25",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"6.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"26",2,"Star_KF","Star","KF",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.56501152832675,12.0553359683794
"27",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"1",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"28",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"2",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"29",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"3",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"30",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"4",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"31",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"6",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"32",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"5",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"33",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"7",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"34",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"8",NA,3,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"35",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"36",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"37",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"38",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"6.5",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"39",3,"Star_B","Star","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,NA,NA,NA,NA,NA,2.30769230769231,1.25,0,0,0,0,3.74316878019324,28.3514492753623
"40",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"1",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"41",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"2",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"42",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"3",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"43",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"4",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"44",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"6",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"45",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"5",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"46",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"7",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"47",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"8",NA,3,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"48",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"49",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,0,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"50",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,0,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"51",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"6.5",NA,0,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"52",4,"Control_B","Control","B",2024-07-11,"1_1",1899-12-30 09:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,0,100,100,"upstream","upstream",2.30769230769231,1.25,0,0,0,0,3.76169987922705,47.6902173913043
"53",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"54",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"2",NA,3,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"55",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"3",NA,4,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"56",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"4",NA,1,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"57",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"6",NA,5,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"58",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"5",NA,5,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"59",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"7",NA,3,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"60",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"8",NA,1,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"61",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,0,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"62",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,0,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"63",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,0,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"64",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"6.5",NA,0,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"65",1,"Control_KF","Control","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,0,100,100,"upstream","upstream",3.80769230769231,2.0625,0,0,0,0,3.52293097904511,6.46203886693017
"66",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"1",NA,5,0,1,3,"upstream","upstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"67",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"2",NA,6,1,0,2,"downstream","upstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"68",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"3",NA,2,0,1,1,"downstream","upstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"69",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"4",NA,4,1,2,0,"downstream","downstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"70",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"6",NA,3,0,4,2,"downstream","downstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"71",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"5",NA,1,0,3,1,"downstream","downstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"72",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"7",NA,0,0,5,3,"downstream","downstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"73",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"8",NA,2,0,6,4,"downstream","downstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"74",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"0.5",NA,0,0,1.5,3.5,"upstream","upstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"75",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"2.5",NA,0,0,0.5,1.5,"downstream","upstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"76",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"4.5",NA,0,0,2.5,0.5,"downstream","downstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"77",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"6.5",NA,0,0,4.5,2.5,"downstream","downstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"78",2,"Star_KF","Star","KF",2024-07-11,"1_2",1899-12-30 12:00:00,1,23,6,"Outer_bottom",2,"Clamped","Outer_bottom",4,"Clamped",NA,"0",NA,0,0,2,4,"upstream","upstream",4.52564102564102,2.55797101449275,0,26.0869565217391,0,0,3.56501152832675,12.0553359683794
"79",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"1",NA,6,0,1,4,"upstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"80",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"2",NA,3,1,0,3,"downstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"81",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"3",NA,2,0,1,2,"downstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"82",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"4",NA,2,0,2,1,"downstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"83",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"6",NA,3,0,4,1,"downstream","downstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"84",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"5",NA,7,1,3,0,"downstream","downstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"85",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"7",NA,1,0,5,2,"downstream","downstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"86",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"8",NA,0,0,6,3,"downstream","downstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"87",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"0.5",NA,0,0,1.5,4.5,"upstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"88",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"2.5",NA,0,0,0.5,2.5,"downstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"89",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"4.5",NA,0,0,2.5,0.5,"downstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"90",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"6.5",NA,0,0,4.5,1.5,"downstream","downstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"91",3,"Star_B","Star","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,10,"Outer_bottom",2,"Clamped","Outer_bottom",5,"Wiggling",NA,"0",NA,0,0,2,5,"upstream","upstream",5.64102564102564,3.05555555555556,0,41.6666666666667,0,0,3.74316878019324,28.3514492753623
"92",4,"Control_B","Control","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,15,NA,NA,NA,NA,NA,NA,NA,"1",NA,5,0,100,100,"upstream","upstream",4.97435897435897,2.69444444444444,0,62.5,0,0,3.76169987922705,47.6902173913043
"93",4,"Control_B","Control","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,15,NA,NA,NA,NA,NA,NA,NA,"2",NA,3,0,100,100,"upstream","upstream",4.97435897435897,2.69444444444444,0,62.5,0,0,3.76169987922705,47.6902173913043
"94",4,"Control_B","Control","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,15,NA,NA,NA,NA,NA,NA,NA,"3",NA,6,0,100,100,"upstream","upstream",4.97435897435897,2.69444444444444,0,62.5,0,0,3.76169987922705,47.6902173913043
"95",4,"Control_B","Control","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,15,NA,NA,NA,NA,NA,NA,NA,"4",NA,3,0,100,100,"upstream","upstream",4.97435897435897,2.69444444444444,0,62.5,0,0,3.76169987922705,47.6902173913043
"96",4,"Control_B","Control","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,15,NA,NA,NA,NA,NA,NA,NA,"6",NA,0,0,100,100,"upstream","upstream",4.97435897435897,2.69444444444444,0,62.5,0,0,3.76169987922705,47.6902173913043
"97",4,"Control_B","Control","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,15,NA,NA,NA,NA,NA,NA,NA,"5",NA,4,0,100,100,"upstream","upstream",4.97435897435897,2.69444444444444,0,62.5,0,0,3.76169987922705,47.6902173913043
"98",4,"Control_B","Control","B",2024-07-11,"1_2",1899-12-30 12:00:00,1,24,15,NA,NA,NA,NA,NA,NA,NA,"7",NA,0,0,100,100,"upstream","upstream",4.97435897435897,2.69444444444444,0,62.5,0,0,3.76169987922705,47.6902173913043
